product_id,username,rating,review,date,helpful_count,review_translated
4obtb7,Meesho User,4.0,It's very good but there is very little lipstick. A little bit.,26-Mar-25,11, It's very good but there is very little lipstick. A little bit.
4obtb7,Vikash Paswan,4.0,Bahut achha hai water proof hai ❤️❤️❤️ lekin isme Kajal miss hai ? isiliye ek star mene kam diya,23-Oct-23,346," It is very good, it is water proof ❤️❤️❤️ but it is missing the Kajal? That is why I reduced it by one star"
4obtb7,Priyanka Kashyap,4.0,Lipstick ka shade shi h pr 2 kajal hi diya h wo bhi waterproof nhi tha packaging bhi shi nhi tha isliye exchange kiye h,06-Oct-24,78," The shade of lipstick is good but I have given only 2 kajals, those too were not waterproof and the packaging was also not good so I have exchanged them"
4obtb7,usha jaat ghintala Ghintala,4.0,Lipstick shades bhot ache hai kajal liners to or bhi bhot ache hai waterproof hai but lipstick thora thora kam hai but don't worry am happy thank-you mishow 👍,21-Mar-25,23," Lipstick shades are very good, kajal liners are also very good, they are waterproof but the lipstick is a little less, but don't worry, I am happy, thank you, mishow 👍"
4obtb7,Pushpa Marathe,4.0,4 lipstick 💄 nighalaya aani 3 kajal pan eayliner nahi nighal ☹️☹️,25-Nov-24,12, 4 lipstick 💄 nighalaya aani 3 kajal pan eyeliner nahi nighal ☹️☹️
4obtb7,Nickey,4.0,Lipstick shade dry hai 🙄🙄..liner tha but 2 kajal send kiye hai meeshoo ne,26-Nov-24,6, The lipstick shade is dry 🙄🙄..it was a liner but Meeshoo has sent 2 kajal
4obtb7,sanjana kumari,4.0,Wow so good colour thankyou 🥰 meesho 🥰,01-Apr-25,0, Wow so good color thankyou 🤗 meesho 🤗
4obtb7,Meesho User,5.0,"This is beautiful product and colour shade is very beautiful eyeliner, Kajal is very beautiful delivery on time",31-Mar-25,0," This is beautiful product and color shade is very beautiful eyeliner, Kajal is very beautiful delivery on time"
4obtb7,Meesho User,4.0,Mujhe Yahi product receive Hua Hai aur liner bhi mising hai aur do lipstick bhi but koi na me rakh leti hu,04-Oct-24,9, I have received this product and the liner is also missing and two lipsticks too but I don't know who keeps them
4obtb7,Ayesha Siddiqua,4.0,the product is good Peking is nice but not a kajjal thing has been added to it,06-Dec-24,3,the product is good Peking is nice but not a kajjal thing has been added to it
4obtb7,Meesho User,4.0,It's very fast delivery 🚚 i received my parcel 📦 in just 3 days nice 👍🙂,13-Mar-25,28, It's very fast delivery 🚚 i received my parcel 📦 in just 3 days nice 👍🙂
4obtb7,Meesho User,4.0,"Nice lipstick, kajal & eyeliner must buy guyz",03-Apr-24,104," Nice lipstick, kajal & eyeliner must buy guyz"
4obtb7,juhi dubey,4.0,Lipstick thik hai Lekin kajal thik nhi hai Maskara missing hai,06-Dec-24,1," Lipstick is ok but kajal is not ok, mascara is missing"
4obtb7,Jai Mata Di,4.0,Acha h pr lainer dikha ke do kajel de diye or ek kajal to khali h 🙏,14-Oct-24,7, It's good but show me the liner and give me two kajals and one kajal is empty 🙏
4obtb7,Aanchal,5.0,Veryyy good prodect👍✌♥ and veryy fast delivery🚚 and i received my parcal jast 4 days only 📦 to good prodect 💖😊,19-Mar-25,13, Veryyy good prodect👍✌♥ and veryy fast delivery🚚 and i received my parcal jast 4 days only 📦 to good prodect 💖😊
4obtb7,Mahima Saroj,5.0,"The product is very good and the colour finishing is also very good and the kajal and liner are also very good, the fragrance is also good, it is waterproof and long lasting too, I am really very happy 😊😊thank",31-Mar-25,0," The product is very good and the color finishing is also very good and the kajal and liner are also very good, the fragrance is also good, it is waterproof and long lasting too, I am really very happy 😊😊thank"
4obtb7,D Patel,4.0,Isme red colour hehi nai but ye thik he or iskaa smell accha nai he,27-Mar-25,1, It does not have red colour but it is ok and its smell is not good
4obtb7,Shweta Sahani,3.0,Tuta h..🥺Ek aur koi chiz tha wo aaya hi nahi aur purana lag rha bahot rough tough dikh raha..,31-Mar-25,0," It is broken..🥺There was one more thing, it did not come and looks old, it looks very rough and tough.."
4obtb7,Gayatri Ahirwar,5.0,Very nice 👍 product and this product by waterproof,19-Mar-25,9, Very nice 👍 product and this product by waterproof
4obtb7,Meesho User,5.0,Product bohat acha hai .. value for money I am very happy 🤗,31-Mar-25,0,Product is very good.. value for money I am very happy 🤗
4obtb7,Vikas Roy,3.0,"Nice, but quality is ok -ok lekin 2 lipstick same same h",29-Mar-25,0," Nice, but quality is ok -ok but 2 lipsticks same same h"
4obtb7,Sumeera Tabassum,4.0,Very good products iam happy thank you messho🥰🥰🥰🥰🥰🥰🥰,13-Jan-25,3, Very good products iam happy thank you message
4obtb7,Suresh Gosai,4.0,Acha hai pr eye lainer nhi tha mising,30-Nov-24,0, It's good but the eye liner was not missing
4obtb7,Anu Yadav,4.0,Super product thank you meesho,22-Oct-24,4, Super product thank you meesho
4obtb7,Rashmi pandey,4.0,Kajal missing h dono liner hai quality is good,16-Oct-24,2, Kajal is missing and both liners are of good quality.
4obtb7,Anjali Bharti,4.0,Ok ok product 🙄but eyeliner is not good 👍🏻,06-Oct-24,2, Ok ok product 🙄but eyeliner is not good 👍🏻
4obtb7,Babita Devi,4.0,Products ke price se products is good,03-Oct-24,5, The price of the products is good.
4obtb7,Rekha Devi,4.0,Nice product but lipstick is very small,14-Feb-24,33, Nice product but lipstick is very small
4obtb7,Ayan Khan,5.0,This product is very very nice I am very glad 😊 thank you so much Meesho just looking like a wow 👍,07-Jun-24,22, This product is very very nice I am very glad 😊 thank you so much Meesho just looking like a wow 👍
4obtb7,NAFISHA MAKHFI,5.0,Bahut aacha aaya hai highly recommend guy's 😘❣️,29-Mar-25,0," It turned out very good, highly recommend guys 😘❣️"
4obtb7,Sachin Verma,5.0,bahut Achcha product aaya Hai,27-Mar-25,0, It is a very good product
4obtb7,Litu,5.0,Bht acha h sab mujhe psnd aayi,27-Mar-25,0, it's all very good I liked it
4obtb7,Kana sanju Chaheliya,5.0,Bahut hi achha product aaya hai according to price 🥰,25-Mar-25,4, It is a very good product as per the price 🥰
4obtb7,Aditya Jangir,3.0,"Lipsticks💄 colour so pretty 😍 and The 2 eyeliner that is shown in the photo did not come, 2 kajal came but I wanted kajal, so I kept it 👍🏻",20-Oct-24,1," Lipsticks💄 color so pretty 🌸 and The 2 eyeliner that is shown in the photo did not come, 2 kajal came but I wanted kajal, so I kept it 👍🏻"
4obtb7,Meesho User,5.0,"Very good product gòod colors matte and water proof , transfer proof also , good product at a cheap price 👍🏻 thankyou meesho",08-Dec-24,0,"Very good product good colors matte and water proof , transfer proof also , good product at a cheap price 👍🏻 thankyou meesho"
4obtb7,Ashi,3.0,Lipstick 1 sades aalag h ek eyeliner or ek kajal bataya tha.but 2 kajal aai h...meesho product check kr ke bheje...,03-Dec-24,0," The lipstick is 1 different, I had told you about one eyeliner and one kajal, but 2 kajals have arrived... please check the Meesho product and send it..."
4obtb7,Amam Sahani,5.0,A very nice product. 4 different colours and water proof,08-Mar-25,30, A very nice product. 4 different colors and water proof
4obtb7,Meesho User,4.0,Nice to use,27-Mar-25,0, nice to use
4obtb7,Meesho User,5.0,Very very very awesome product and also very less price and good product i love the quantity price and also its waterproof i love the all products over all guys you have must must must buy this product's,25-Mar-25,2, Very very very awesome product and also very less price and good product i love the quantity price and also its waterproof i love the all products over all guys you have must must must buy this product's
4obtb7,Chandana Kamila,4.0,I am glad to receive the product,27-Mar-25,0, I am glad to receive the product
4obtb7,Tahzeeb chaudhary,4.0,All good 👍👍👍 thank you meesho..,27-Mar-25,0, All good 👍👍👍 thank you meesho..
4obtb7,BSP Panday,4.0,Lipstick to thik h lakin kajal dono hi same de diye h jo pic m dikhaya tha vaisa nhi aaya lakin long lasting h or water proof bhi h,18-Oct-24,1," The lipstick is fine but I have given both the kajals the same as shown in the pic, they did not come out like that but they are long lasting and are also water proof"
4obtb7,Sushmitha Nandi,4.0,Dikhneme toh accha hai lekin use karneke bad pata chalege kinta long-lasting karte hai or kajal vi accha hai me to khus hu 🤩🤩 thank you meesho 🥳,22-Sep-24,6," It looks good but after using it you will know how long-lasting it is and the kajal is also good, I am happy 🤩🤩 thank you Meesho 🥳"
4obtb7,Meesho User,5.0,Nice product 🥰 four lipstick and one eyeliner and one kajal thank you meesho I love it meesho,25-Dec-24,1,Nice product ✅ four lipstick and one eyeliner and one kajal thank you meesho I love it meesho
4obtb7,Meesho User,5.0,Lipstick aur eyeliner itna achcha hai ki mujhe bahut achcha laga thanks mis u,05-Dec-24,0, Lipstick and eyeliner are so good that I liked it very much thanks miss you
4obtb7,Sonam Kanhaiya lal,3.0,Lipstick acha h but eyeliner ki jagah kajal bhej diya..ye to galat hai na...par rakh liya h maine,15-Oct-24,1, Lipstick is good but you used kajal instead of eyeliner... this is wrong... but I have kept it
4obtb7,Meesho User,5.0,Very good product 👍liquid matte and beauty lipstick water proof✨ ricived 1 day ago thank you messho,24-Mar-25,4, Very good product 👍liquid matte and beauty lipstick water proof👉 received 1 day ago thank you messho
4obtb7,Rajesh Chahal,4.0,Best and good in less pric and easy to carry lipsticks eyeliner is also good but Kajal is very bad,04-Mar-25,34, Best and good in less pric and easy to carry lipsticks eyeliner is also good but Kajal is very bad
4obtb7,Shikha Lama,5.0,This is super good I like it was so good and the shit your so pretty I like it it is so good 💄💄😍😍😍😍😍,26-Mar-25,0, This is super good I like it was so good and the shit your so pretty
4obtb7,Chandni Perween,5.0,Really NYC but Kajal missing hai....but no worry go for it le skte h product Acha h,22-Mar-25,4, Really NYC but Kajal is missing....but no worry go for it le skte h product Acha h
4obtb7,Arshi,5.0,Thankyou meesho jaisa dikhaya tha same wahi aaya hai I am very happy Thank-you meesho,21-Mar-25,2," Thank you Meesho, it has come out exactly as it was shown, I am very happy, Thank you Meesho"
4obtb7,Mahima,5.0,Very nice thanks meesho nice colour nice quality thankss ap log bhi jarur le,21-Mar-25,1, Very nice thanks meesho nice colour nice quality thankss you people also must take it
4obtb7,KHUSHBU KHAN,5.0,Achcha hai color product bhi achcha hai aap log bhi le sakte hain 🙏🏻 ❤️👍🏻💕 thank you Miss ho,20-Mar-25,0," It is good, the color product is also good, you can also buy it 🙏🏻 ❤️👍🏻💕 thank you Miss ho"
4obtb7,Prashvi Kumari,4.0,Lipstick achha hai but eyeliner nhi diya hai or kajal diya hai but tuta hua hai,30-Nov-24,0,The lipstick is good but I haven't given you the eyeliner and I have given you the kajal but it is broken
4obtb7,Gayatri Rai,4.0,All good but I recieved 2 kajal instead of 1 kajal and 1 eyeliner which I ordered,22-Oct-24,1, All good but I received 2 kajal instead of 1 kajal and 1 eyeliner which I ordered
4obtb7,Suman,4.0,Lipstick to acchi hai lekin liner do aaye ek Kajal tha please check karke diya karo,15-Oct-24,1," The lipstick is good but two liners have come, there was a kajal, please check and give it to me"
4obtb7,Priyanka,4.0,Bahut achcha product receive hua but eyeliner ke jagah per do Kajal hi bhej diye thank u 🥰🥰🥰🥰,05-Oct-24,2," I received a very good product but instead of eyeliner you sent only Kajal, thank you 🥰🥰🥰🥰"
4obtb7,Nagasai Nissankararao,5.0,Super quality waterproof lipstick and eye liner,14-Dec-24,0, Super quality waterproof lipstick and eye liner
4obtb7,Sonam Asati,5.0,Very nice product very very very nice,25-Mar-25,1, Very nice product very very very nice
4obtb7,Pallavi Savita,4.0,Eske Kajal bhi tha wo nhi aaya baki sb achhaaa hai,23-Feb-25,19," She also had Kajal but that did not come, everything else is good"
4obtb7,Rupali Pathe,4.0,Jaise dikha waisa bilkul nhi h kajal or eye liner change h,20-Feb-25,16," It is not at all as it appeared, I have changed the kajal and eye liner"
4obtb7,Meesho User,3.0,There is very little quantity...,21-Mar-25,0, There is very little quantity...
4obtb7,Sandip Waghe,5.0,So sweet mesho thank you mesho🤗🤗,21-Mar-25,2, So sweet mesho thank you mesho🤗🤗
4obtb7,Meesho User,5.0,Nice product nice colour,27-Mar-25,0," Nice product, nice colour"
4obtb7,Poonam Yadav,5.0,Very good product thank you meesho I can't believe,24-Mar-25,1, Very good product thank you meesho I can't believe
4obtb7,Meesho User,3.0,Nice bt quality is ok-ok and 2 lipstick shade is same,20-Mar-25,1, Nice bt quality is ok-ok and 2 lipstick shade is same
4obtb7,Shaaa,5.0,Every thing is great it's Budget friendly and Waterproof smudge proof but I had a Tiny disappointed to the Eyeliner It's not eyeliner it's Kajal Anyway ok-ok meesho now adays ur delivery partner doesn't delivery the product at the time 3+ product doesn't delivery given the time now your the worst shoping app,24-Oct-24,1,Everything is great it's Budget friendly and Waterproof smudge proof but I had a Tiny disappointed to the Eyeliner It's not eyeliner it's Kajal Anyway ok-ok meesho now days ur delivery partner doesn't delivery the product at the time 3+ product doesn't delivery given the time now your the worst shopping app
4obtb7,Anjum Nihar,4.0,Beautiful products but Kajol receipt is damage.,09-Dec-24,0, Beautiful products but Kajol receipt is damaged.
4obtb7,Meesho User,4.0,Everything is good but kajal do h liner nahi lekin acha h,02-Dec-24,0, Everything is good but kajal do h liner nahi lekin h
4obtb7,Meesho User,4.0,"Eye liner missing please, exchange Karke Sahi product De",16-Oct-24,1," Eye liner missing please, exchange the correct product."
4obtb7,Meesho User,4.0,Achha hai lipstick but iliner ki jagah dono kajal hi de Diya hai,13-Oct-24,1, Lipstick is good but instead of eyeliner both have given kajal
4obtb7,Shirshendu Shekhar Biswas,4.0,Different colour Jo colour order Kiya Woh nahi aaye dusra Aaya,08-Oct-23,19," A different colour; the colour I ordered did not arrive, another one arrived"
4obtb7,Sabina Parween,5.0,Very bad👎 ye dikhaya tha jo aaya hai galat 4 lipstick ke wajah 2 lipstick or eyeliner pencil ke wajah 2 kajal meshoo is wrong proud arriving ❌,15-Oct-24,1," Very bad👎 this is what I showed you, what has come is wrong, because of 4 lipsticks 2 lipsticks and eyeliner pencils 2 kajal meshoo is wrong, proud arriving ❌"
